#iter iter*batch time loss_G_GAN loss_G_L1 loss_D_real loss_D_fake
26183 104732 22370.904 8.295 1.849 0.024 0.000
26184 104736 22371.967 7.303 1.888 0.010 0.001
26185 104740 22373.043 5.299 2.034 0.003 0.007
26186 104744 22374.107 6.534 1.963 0.005 0.002
26187 104748 22375.041 4.571 1.947 0.001 0.036
26188 104752 22375.843 7.261 1.946 0.002 0.001
26189 104756 22376.603 5.676 1.873 0.005 0.006
26190 104760 22377.224 9.082 1.902 0.006 0.000
26191 104764 22377.857 7.682 1.797 0.002 0.391
26192 104768 22378.315 8.510 1.923 0.602 0.001
26193 104772 22378.999 6.380 1.890 1.822 0.003
26194 104776 22379.734 0.144 1.923 1.420 0.009
26195 104780 22380.453 4.682 1.957 0.004 2.713
26196 104784 22381.194 1.972 1.877 2.113 0.028
26197 104788 22382.317 1.551 1.925 0.290 0.324
26198 104792 22383.229 3.588 1.901 0.514 1.050
26199 104796 22384.152 2.466 1.960 1.263 2.630
26200 104800 22385.111 1.419 1.948 1.002 0.323
26201 104804 22386.084 2.976 1.924 0.060 1.018
26202 104808 22386.747 1.361 1.937 1.768 0.120
26203 104812 22387.387 2.154 1.879 0.146 0.665
26204 104816 22388.084 3.580 1.855 0.148 0.603
26205 104820 22389.030 2.101 1.966 1.023 0.071
26206 104824 22389.924 2.571 1.821 0.303 0.557
26207 104828 22390.711 4.411 1.825 0.093 0.504
26208 104832 22391.664 0.959 1.875 1.393 0.107
26209 104836 22392.351 4.493 1.863 0.030 1.078
26210 104840 22393.164 4.203 1.935 0.195 0.111
26211 104844 22394.034 0.767 1.865 1.161 0.112
26212 104848 22394.894 4.361 2.017 0.020 1.640
26213 104852 22395.820 4.055 1.868 0.298 0.112
26214 104856 22396.687 2.049 1.839 0.498 0.117
26215 104860 22397.512 2.492 1.912 0.211 0.493
26216 104864 22398.641 4.159 1.929 0.100 0.470
26217 104868 22399.603 2.498 1.972 0.686 0.100
26218 104872 22400.350 1.893 2.033 0.270 0.298
26219 104876 22401.277 4.757 1.881 0.039 0.497
26220 104880 22402.051 1.240 1.889 1.183 0.081
26221 104884 22402.973 3.923 1.800 0.072 1.265
26222 104888 22403.901 2.488 1.780 1.061 0.114
26223 104892 22404.764 2.834 1.840 0.092 0.474
26224 104896 22405.706 2.727 1.912 0.373 0.074
26225 104900 22407.111 5.036 1.763 0.028 0.745
26226 104904 22408.139 3.496 1.795 0.616 0.018
26227 104908 22409.121 2.944 1.869 0.033 0.219
26228 104912 22410.088 4.077 1.933 0.040 0.212
26229 104916 22410.878 4.329 1.787 0.032 0.085
26230 104920 22411.511 3.801 1.883 0.099 0.117
26231 104924 22412.191 6.138 1.770 0.059 0.417
26232 104928 22412.739 5.191 1.987 0.910 0.011
26233 104932 22413.290 3.495 1.941 0.010 0.124
26234 104936 22414.448 4.260 1.884 0.081 0.024
26235 104940 22415.638 3.938 1.929 0.039 0.065
26236 104944 22416.798 5.775 1.898 0.016 0.449
26237 104948 22417.787 5.336 1.739 0.143 0.022
26238 104952 22418.543 2.970 1.771 0.321 0.022
26239 104956 22419.325 3.733 1.816 0.022 0.042
26240 104960 22420.285 3.821 1.837 0.010 0.054
26241 104964 22421.240 4.937 1.904 0.008 0.279
26242 104968 22421.973 2.372 1.939 0.354 0.049
26243 104972 22422.703 3.575 1.967 0.009 0.219
26244 104976 22423.611 4.247 1.934 0.023 0.106
26245 104980 22424.269 4.434 1.843 0.074 0.025
26246 104984 22424.739 4.351 1.826 0.028 0.028
26247 104988 22425.191 3.990 1.861 0.107 0.011
26248 104992 22425.851 3.554 1.821 0.014 0.065
26249 104996 22426.706 4.121 1.867 0.001 0.053
26250 105000 22427.607 4.874 1.751 0.007 0.019
26251 105004 22428.557 4.118 1.823 0.006 0.049
26252 105008 22429.420 5.417 1.900 0.013 0.306
26253 105012 22430.283 6.760 1.838 0.140 0.002
26254 105016 22431.315 3.051 1.806 0.139 0.102
26255 105020 22432.443 3.662 1.917 0.113 0.148
26256 105024 22433.337 5.550 1.868 0.039 0.006
26257 105028 22434.678 6.946 1.832 0.025 0.001
26258 105032 22435.430 4.928 1.776 0.019 0.289
26259 105036 22436.133 8.213 1.764 0.066 0.001
26260 105040 22436.902 1.685 1.797 0.307 0.075
26261 105044 22437.663 4.464 1.893 0.018 0.220
26262 105048 22438.387 9.786 1.730 0.029 0.000
26263 105052 22439.363 2.831 1.934 0.246 0.119
26264 105056 22440.337 6.581 1.752 0.017 0.003
26265 105060 22441.331 6.331 1.743 0.044 0.003
26266 105064 22442.113 4.070 1.791 0.012 0.128
26267 105068 22442.974 11.532 1.779 0.045 0.000
26268 105072 22443.877 11.005 1.757 0.017 0.000
26269 105076 22444.717 7.828 1.832 0.008 0.001
26270 105080 22445.635 5.493 1.803 0.002 0.011
26271 105084 22446.744 4.516 1.870 0.006 0.027
26272 105088 22447.669 3.493 1.895 0.010 0.165
26273 105092 22448.488 4.501 1.833 0.015 0.093
26274 105096 22449.374 7.664 1.902 0.096 0.001
26275 105100 22450.315 10.284 1.838 0.014 0.000
26276 105104 22451.012 7.047 1.914 0.004 0.001
26277 105108 22451.653 9.883 1.808 0.004 0.000
26278 105112 22452.194 5.984 1.845 0.007 0.004
26279 105116 22452.962 6.341 1.809 0.003 0.003
26280 105120 22453.905 4.720 1.817 0.002 0.015
26281 105124 22454.866 5.898 1.932 0.010 0.211
26282 105128 22456.134 9.436 1.814 0.031 0.000
26283 105132 22456.974 5.247 1.913 0.037 0.012
26284 105136 22457.806 10.111 1.839 0.173 0.000
26285 105140 22458.602 9.681 1.854 0.012 0.365
26286 105144 22459.286 5.495 1.796 2.445 0.000
26287 105148 22459.860 0.055 1.893 3.418 0.088
26288 105152 22460.387 3.360 1.805 0.016 3.654
26289 105156 22460.980 2.263 1.894 0.839 0.217
26290 105160 22462.012 2.876 1.868 0.711 0.613
26291 105164 22462.993 1.475 1.847 1.718 1.459
26292 105168 22464.162 2.080 1.734 0.506 1.271
26293 105172 22464.955 2.047 1.819 0.495 0.464
26294 105176 22466.219 2.403 1.814 0.244 0.810
26295 105180 22466.953 0.847 1.887 1.777 0.075
26296 105184 22467.868 2.124 1.811 0.146 2.225
26297 105188 22468.407 1.631 1.849 1.195 0.209
26298 105192 22469.062 3.040 1.806 0.200 1.224
26299 105196 22469.969 1.406 1.793 1.216 0.173
26300 105200 22471.208 2.010 1.790 0.155 0.662
26301 105204 22472.056 3.007 1.682 0.263 0.751
26302 105208 22472.820 0.822 1.786 1.514 0.149
26303 105212 22473.641 1.193 1.861 0.305 0.330
26304 105216 22474.248 3.906 1.749 0.013 2.423
26305 105220 22474.755 1.990 1.905 4.080 0.020
26306 105224 22475.606 1.230 1.829 0.541 0.775
26307 105228 22476.164 3.642 1.942 0.634 1.532
26308 105232 22476.905 1.998 1.857 1.472 0.345
26309 105236 22477.877 3.057 1.853 0.382 0.530
26310 105240 22478.853 1.753 1.807 0.561 0.273
26311 105244 22479.653 3.862 1.798 0.121 1.203
26312 105248 22480.330 1.543 1.873 1.392 0.215
26313 105252 22481.198 1.167 1.858 0.480 0.247
26314 105256 22482.253 3.161 1.791 0.120 0.803
26315 105260 22483.531 3.540 1.844 0.182 0.430
26316 105264 22484.096 1.985 1.893 0.533 0.200
26317 105268 22484.721 0.966 1.923 0.750 0.072
26318 105272 22485.542 6.361 1.849 0.008 2.663
26319 105276 22486.135 1.906 1.829 1.510 0.036
26320 105280 22486.783 3.092 1.871 0.094 0.524
26321 105284 22487.527 3.388 1.905 0.116 0.211
26322 105288 22488.274 2.292 1.805 0.405 0.199
26323 105292 22489.112 4.131 1.886 0.096 0.376
26324 105296 22489.764 4.399 1.951 0.104 0.352
26325 105300 22490.582 1.490 1.964 0.540 0.061
26326 105304 22491.698 2.755 1.885 0.161 0.110
26327 105308 22492.719 3.121 1.975 0.036 0.141
26328 105312 22493.282 5.190 1.852 0.044 0.824
26329 105316 22493.768 2.312 1.824 1.710 0.040
26330 105320 22494.284 2.605 1.711 0.058 0.125
26331 105324 22494.801 5.781 1.834 0.031 0.840
26332 105328 22495.392 1.321 1.851 1.630 0.012
26333 105332 22496.053 2.912 1.749 0.130 0.839
26334 105336 22496.734 3.870 1.789 0.236 0.765
26335 105340 22497.593 3.402 1.695 2.443 0.123
26336 105344 22498.357 3.251 1.700 0.062 0.201
26337 105348 22499.533 3.549 1.728 0.036 0.149
26338 105352 22500.600 3.178 1.711 0.077 0.240
26339 105356 22501.482 2.304 1.810 0.211 0.258
26340 105360 22502.364 4.427 1.747 0.065 0.557
26341 105364 22503.161 1.211 1.773 1.172 0.146
26342 105368 22504.057 4.052 1.914 0.018 0.624
26343 105372 22505.184 2.999 1.725 0.281 0.095
26344 105376 22506.181 6.638 1.747 0.291 0.001
26345 105380 22506.767 5.519 1.813 0.107 2.272
26346 105384 22507.338 8.165 1.816 1.378 0.000
26347 105388 22507.861 5.007 1.917 0.060 0.010
26348 105392 22508.358 2.709 1.963 0.182 0.063
26349 105396 22508.980 2.590 1.877 0.022 0.429
26350 105400 22509.743 3.485 1.921 0.044 0.106
26351 105404 22510.280 3.024 1.962 0.067 0.471
26352 105408 22511.027 3.238 1.838 0.321 0.068
26353 105412 22511.811 3.115 1.962 0.114 0.108
26354 105416 22512.764 4.190 1.848 0.050 0.029
26355 105420 22513.790 4.776 1.934 0.014 0.016
26356 105424 22514.683 3.502 1.999 0.016 0.201
26357 105428 22515.452 5.453 1.860 0.012 0.011
26358 105432 22516.270 4.648 1.818 0.009 0.660
26359 105436 22516.969 2.642 1.768 0.607 0.019
26360 105440 22517.631 5.949 1.905 0.044 0.003
26361 105444 22518.131 3.301 1.724 0.012 0.126
26362 105448 22518.845 4.500 1.926 0.065 0.017
26363 105452 22519.580 3.275 1.857 0.038 0.167
26364 105456 22520.191 4.434 1.989 0.025 0.030
26365 105460 22520.744 6.065 1.965 0.109 0.722
26366 105464 22521.684 5.272 1.936 0.820 0.005
26367 105468 22522.429 4.447 2.054 0.126 0.009
26368 105472 22523.313 3.394 2.088 0.019 0.037
26369 105476 22524.379 3.321 1.932 0.027 0.066
26370 105480 22525.713 3.603 1.830 0.010 0.078
26371 105484 22526.679 4.572 1.758 0.026 0.318
26372 105488 22527.378 5.308 1.868 0.143 0.013
26373 105492 22528.236 4.051 1.841 0.041 0.071
26374 105496 22529.005 6.318 1.841 0.042 0.004
26375 105500 22529.696 4.903 1.837 0.045 0.307
26376 105504 22530.467 9.872 1.704 0.087 0.000
26377 105508 22531.367 3.669 1.755 0.086 0.067
26378 105512 22532.103 3.319 1.833 0.119 0.056
26379 105516 22533.078 8.091 1.819 0.058 0.001
26380 105520 22533.876 4.660 1.858 0.019 0.013
26381 105524 22534.841 6.548 1.750 0.007 0.002
26382 105528 22535.588 4.221 1.751 0.003 0.350
26383 105532 22536.269 4.687 1.773 0.022 0.083
26384 105536 22537.264 6.761 1.787 0.282 0.001
26385 105540 22538.400 5.759 1.751 0.052 0.003
26386 105544 22539.972 2.951 1.875 0.013 0.140
26387 105548 22541.330 6.153 1.820 0.013 0.620
26388 105552 22542.072 4.334 1.824 1.206 0.007
26389 105556 22542.663 4.718 1.744 0.061 0.011
26390 105560 22543.344 1.726 1.809 0.281 0.045
26391 105564 22543.952 5.984 1.730 0.010 0.459
26392 105568 22544.569 8.344 1.801 0.423 0.000
26393 105572 22545.075 3.862 1.833 0.016 0.210
26394 105576 22545.679 9.715 1.796 0.011 0.000
26395 105580 22546.731 9.613 1.796 0.033 0.000
26396 105584 22547.528 7.419 1.920 0.006 0.001
26397 105588 22548.962 6.911 1.775 0.025 0.692
26398 105592 22550.091 4.858 1.814 1.385 0.000
26399 105596 22551.349 7.110 1.873 0.003 0.001
26400 105600 22551.981 5.038 1.954 0.033 0.452
26401 105604 22552.682 3.322 1.836 0.541 0.017
26402 105608 22553.187 3.143 1.876 0.013 0.071
26403 105612 22553.641 3.662 1.787 0.008 0.248
26404 105616 22554.042 4.917 1.848 0.016 0.408
26405 105620 22554.414 4.702 1.962 0.189 0.540
26406 105624 22554.873 2.403 1.760 1.477 0.012
26407 105628 22555.410 3.074 1.859 0.082 0.277
26408 105632 22555.974 3.637 1.853 0.048 0.156
26409 105636 22556.704 2.653 1.857 0.331 0.086
26410 105640 22557.941 4.546 1.847 0.016 0.029
26411 105644 22559.051 5.348 2.027 0.002 0.011
26412 105648 22560.044 3.869 2.047 0.011 0.234
26413 105652 22561.039 4.516 2.045 0.018 0.043
26414 105656 22562.190 4.767 1.921 0.014 0.302
26415 105660 22563.283 1.952 1.877 0.607 0.049
26416 105664 22564.150 5.496 1.871 0.007 0.826
26417 105668 22565.050 3.024 1.889 0.402 0.095
26418 105672 22565.950 4.613 1.788 0.206 0.012
26419 105676 22567.059 6.573 2.006 0.013 0.002
26420 105680 22567.790 4.092 1.785 0.008 0.106
26421 105684 22568.543 7.439 1.823 0.037 0.001
26422 105688 22569.100 3.797 1.775 0.023 0.043
26423 105692 22569.655 4.413 1.871 0.012 0.022
26424 105696 22570.207 7.190 1.804 0.006 1.358
26425 105700 22570.885 5.558 1.981 3.178 0.001
26426 105704 22571.641 4.599 1.847 0.135 0.011
26427 105708 22572.451 3.355 1.907 0.195 0.019
26428 105712 22573.226 2.648 1.826 0.010 0.231
26429 105716 22573.918 4.114 1.814 0.015 0.036
26430 105720 22574.881 3.982 1.869 0.011 0.448
26431 105724 22576.001 3.657 1.840 0.186 0.241
26432 105728 22576.984 2.461 1.788 1.062 0.007
26433 105732 22578.150 4.471 1.799 0.009 1.168
26434 105736 22579.144 2.593 1.820 1.512 0.041
26435 105740 22580.142 1.412 1.885 0.293 0.321
26436 105744 22580.913 3.345 1.861 0.028 0.722
26437 105748 22581.502 3.366 1.741 0.418 0.057
26438 105752 22582.355 3.233 1.819 0.083 0.488
26439 105756 22583.103 3.085 1.829 0.216 0.338
26440 105760 22584.297 1.779 1.759 0.466 0.135
26441 105764 22585.150 2.918 1.773 0.044 0.079
26442 105768 22586.034 5.029 1.936 0.058 0.008
26443 105772 22586.771 3.991 1.719 0.019 0.320
26444 105776 22587.270 4.149 1.864 0.074 0.059
26445 105780 22587.774 5.996 1.663 0.016 0.005
26446 105784 22588.255 4.328 1.738 0.044 0.226
26447 105788 22588.653 9.403 1.926 0.079 0.000
26448 105792 22589.149 3.859 1.843 0.054 0.046
26449 105796 22589.943 8.601 1.785 0.016 0.000
26450 105800 22590.865 5.601 1.734 0.004 0.006
26451 105804 22591.710 6.554 1.834 0.016 0.002
26452 105808 22592.588 3.713 1.725 0.019 0.073
26453 105812 22593.378 5.078 1.888 0.037 0.009
26454 105816 22594.212 4.579 1.911 0.008 0.019
26455 105820 22595.054 7.460 1.893 0.007 0.001
26456 105824 22595.767 3.843 1.765 0.008 0.099
26457 105828 22596.451 7.270 1.900 0.012 0.002
26458 105832 22597.110 9.415 1.881 0.016 0.000
26459 105836 22597.850 3.873 1.819 0.009 0.194
26460 105840 22599.159 9.591 1.838 0.154 0.000
26461 105844 22600.219 5.008 1.975 0.054 0.007
26462 105848 22601.430 6.830 1.703 0.011 0.001
26463 105852 22602.532 3.630 1.823 0.007 0.036
26464 105856 22603.273 4.521 1.887 0.007 0.016
26465 105860 22604.007 3.398 1.848 0.004 0.063
26466 105864 22604.609 3.686 1.785 0.006 0.074
26467 105868 22605.356 6.216 1.806 0.025 0.003
26468 105872 22606.048 5.074 1.764 0.013 0.010
26469 105876 22606.880 6.035 1.871 0.013 0.003
26470 105880 22607.908 3.293 1.816 0.009 0.074
26471 105884 22609.251 4.162 1.921 0.011 0.026
26472 105888 22610.522 3.927 1.830 0.010 0.037
26473 105892 22611.769 5.902 1.799 0.023 0.004
26474 105896 22612.758 4.194 1.944 0.021 0.022
26475 105900 22613.562 3.940 1.884 0.021 0.027
26476 105904 22614.550 3.943 1.991 0.011 0.032
26477 105908 22615.355 4.981 1.795 0.014 0.010
26478 105912 22616.256 5.688 1.837 0.020 0.004
26479 105916 22617.063 4.831 1.781 0.017 0.010
26480 105920 22617.635 4.120 1.816 0.025 0.021
26481 105924 22618.235 4.202 1.736 0.008 0.023
26482 105928 22619.231 4.165 1.881 0.009 0.027
26483 105932 22619.768 4.421 1.874 0.006 0.021
26484 105936 22620.571 7.159 1.808 0.009 0.001
26485 105940 22621.489 3.459 1.816 0.018 0.084
26486 105944 22622.469 5.481 1.931 0.015 0.006
26487 105948 22623.374 3.804 1.819 0.022 0.042
26488 105952 22624.403 3.577 1.972 0.021 0.076
26489 105956 22624.981 4.169 1.929 0.039 0.029
26490 105960 22625.481 7.031 1.892 0.009 0.001
26491 105964 22625.988 8.100 1.793 0.016 0.000
26492 105968 22626.782 3.628 1.832 0.010 0.055
26493 105972 22627.760 7.060 1.909 0.013 0.001
26494 105976 22628.661 7.383 1.766 0.049 0.001
26495 105980 22629.552 3.173 1.895 0.007 0.147
26496 105984 22630.221 5.662 1.955 0.050 0.005
26497 105988 22631.078 3.819 1.857 0.022 0.047
26498 105992 22631.864 6.299 1.864 0.011 0.003
26499 105996 22632.654 6.109 1.826 0.013 0.003
26500 106000 22633.601 4.511 1.721 0.043 0.012
26501 106004 22634.209 6.544 1.808 0.011 0.002
26502 106008 22634.840 11.522 1.854 0.011 0.000
26503 106012 22635.418 10.037 1.791 0.021 0.000
26504 106016 22636.091 4.505 1.861 0.006 0.015
26505 106020 22636.768 3.677 1.924 0.005 0.056
26506 106024 22637.490 4.242 1.885 0.005 0.035
26507 106028 22638.311 6.519 1.807 0.008 0.003
26508 106032 22639.228 10.315 1.778 0.009 0.000
26509 106036 22640.000 7.069 1.847 0.019 0.001
26510 106040 22640.608 9.664 1.851 0.004 0.000
26511 106044 22641.463 6.497 1.743 0.009 0.002
26512 106048 22642.316 4.733 1.935 0.005 0.013
26513 106052 22643.237 3.475 1.774 0.007 0.064
26514 106056 22643.747 4.007 2.072 0.004 0.044
26515 106060 22644.243 4.226 1.863 0.007 0.044
26516 106064 22644.727 8.515 1.818 0.010 0.000
26517 106068 22645.172 4.190 1.796 0.021 0.076
26518 106072 22645.594 7.680 1.958 0.042 0.001
26519 106076 22646.078 3.892 2.012 0.011 0.074
26520 106080 22646.666 4.385 1.822 0.009 0.045
26521 106084 22647.267 11.661 1.902 0.055 0.000
26522 106088 22647.859 8.327 1.950 0.039 0.000
26523 106092 22648.878 11.435 1.952 0.007 0.000
26524 106096 22649.507 10.004 1.858 0.011 0.000
26525 106100 22650.642 3.982 1.829 0.011 0.030
26526 106104 22651.582 3.389 1.753 0.036 0.089
26527 106108 22652.547 4.735 1.950 0.008 0.023
26528 106112 22653.299 9.899 1.819 0.015 0.000
26529 106116 22653.815 3.896 1.739 0.028 0.071
26530 106120 22654.331 11.211 1.976 0.015 0.000
26531 106124 22655.053 5.400 1.909 0.011 0.007
26532 106128 22655.533 12.970 1.852 0.018 0.000
26533 106132 22656.099 13.391 1.960 0.018 0.000
26534 106136 22656.609 13.179 1.845 0.011 0.000
26535 106140 22657.148 13.023 1.896 0.012 0.000
26536 106144 22657.967 12.429 1.803 0.016 0.000
26537 106148 22659.014 12.273 1.810 0.004 0.000
26538 106152 22659.988 12.114 1.862 0.003 0.000
26539 106156 22660.632 11.621 1.873 0.010 0.000
26540 106160 22661.373 10.951 1.881 0.004 0.000
26541 106164 22662.091 9.888 1.891 0.004 0.000
26542 106168 22662.905 8.669 1.987 0.004 0.000
26543 106172 22663.492 5.326 1.969 0.004 0.011
26544 106176 22664.151 5.360 1.911 0.011 0.010
26545 106180 22665.163 10.364 1.862 0.003 0.000
26546 106184 22666.065 8.593 1.981 0.007 0.000
26547 106188 22666.851 4.517 1.881 0.001 0.021
26548 106192 22667.743 3.672 1.929 0.002 0.072
26549 106196 22668.341 4.184 1.796 0.004 0.057
26550 106200 22668.826 10.117 1.916 0.007 0.000
26551 106204 22669.372 4.873 1.909 0.013 0.015
26552 106208 22670.187 11.197 1.829 0.007 0.000
26553 106212 22670.981 10.278 1.905 0.009 0.000
26554 106216 22671.964 6.790 1.888 0.011 0.002
26555 106220 22673.011 6.024 1.928 0.004 0.005
26556 106224 22674.036 5.831 1.941 0.008 0.005
26557 106228 22674.750 4.585 2.026 0.019 0.015
26558 106232 22675.902 4.605 1.953 0.003 0.016
26559 106236 22677.165 7.262 1.962 0.004 0.001
26560 106240 22678.079 4.651 1.880 0.019 0.014
26561 106244 22678.778 6.890 1.921 0.016 0.002
26562 106248 22679.558 3.964 1.896 0.005 0.039
26563 106252 22680.110 4.674 1.929 0.006 0.022
26564 106256 22680.776 9.612 2.185 0.006 0.000
26565 106260 22681.601 5.716 1.967 0.017 0.005
26566 106264 22682.289 8.875 1.926 0.003 0.000
26567 106268 22683.182 6.005 1.902 0.004 0.004
26568 106272 22684.348 4.676 2.060 0.007 0.014
26569 106276 22685.618 5.182 1.955 0.008 0.008
26570 106280 22686.518 5.334 2.009 0.010 0.007
26571 106284 22687.357 8.549 2.198 0.005 0.000
26572 106288 22688.082 3.746 1.999 0.005 0.056
26573 106292 22688.693 3.982 1.920 0.021 0.045
26574 106296 22689.400 9.233 1.913 0.011 0.000
26575 106300 22690.364 6.682 2.180 0.004 0.002
26576 106304 22691.456 6.311 2.064 0.015 0.003
26577 106308 22692.620 8.287 2.016 0.010 0.000
26578 106312 22693.977 3.246 2.050 0.009 0.103
26579 106316 22695.168 4.320 2.020 0.016 0.087
26580 106320 22696.150 9.722 2.142 0.038 0.000
26581 106324 22697.062 3.912 1.883 0.042 0.036
26582 106328 22698.181 9.635 1.911 0.019 0.000
26583 106332 22699.200 7.320 1.953 0.024 0.001
26584 106336 22699.898 8.123 1.945 0.006 0.001
26585 106340 22700.733 9.552 2.003 0.017 0.000
26586 106344 22701.493 3.662 2.102 0.020 0.041
26587 106348 22702.316 3.561 1.954 0.013 0.094
26588 106352 22703.269 4.228 1.899 0.011 0.054
26589 106356 22704.251 6.044 1.853 0.053 0.003
26590 106360 22704.889 13.478 2.017 0.013 0.000
26591 106364 22705.617 13.502 1.991 0.015 0.000
26592 106368 22706.390 13.019 1.874 0.009 0.000
26593 106372 22707.157 11.836 2.016 0.015 0.000
26594 106376 22707.797 10.019 2.054 0.007 0.000
26595 106380 22708.444 8.851 2.011 0.010 0.000
26596 106384 22709.859 6.338 2.055 0.003 0.003
26597 106388 22711.056 4.437 2.007 0.003 0.020
26598 106392 22712.208 6.414 2.083 0.004 0.003
26599 106396 22712.969 13.738 1.964 0.006 0.000
26600 106400 22714.251 13.803 1.870 0.005 0.000
26601 106404 22714.926 13.836 1.977 0.004 0.000
26602 106408 22715.465 13.512 1.921 0.004 0.000
26603 106412 22716.582 13.322 1.958 0.001 0.000
26604 106416 22717.907 13.277 1.874 0.006 0.000
26605 106420 22719.083 13.178 1.980 0.005 0.000
26606 106424 22720.464 12.954 1.992 0.004 0.000
26607 106428 22721.398 12.991 1.934 0.006 0.000
26608 106432 22722.333 12.905 1.929 0.008 0.000
26609 106436 22723.079 12.593 1.977 0.001 0.000
26610 106440 22723.787 12.669 1.901 0.002 0.000
26611 106444 22724.494 12.465 1.890 0.004 0.000
26612 106448 22725.484 12.296 2.006 0.001 0.000
26613 106452 22726.636 12.190 1.963 0.002 0.000
26614 106456 22727.475 12.180 1.902 0.005 0.000
26615 106460 22728.164 11.781 1.951 0.004 0.000
26616 106464 22728.687 11.724 1.953 0.003 0.000
26617 106468 22729.492 11.409 1.969 0.001 0.000
26618 106472 22730.633 11.010 1.954 0.002 0.000
26619 106476 22731.567 10.630 2.031 0.002 0.000
26620 106480 22732.307 9.575 2.002 0.001 0.000
